"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"447",447,"Utvisning","16:38",NA,"Niklas Eriksson","Gullänget-Kroksta IBS","Period2","Hårt spel 5",5,"Spöland Vännäs IF - Gullänget-Kroksta IBS","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"448",448,"Utvisning","06:22",NA,"Samuel Åslin","Spöland Vännäs IF","Period3","Hands",2,"Spöland Vännäs IF - Gullänget-Kroksta IBS","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"449",449,"Utvisning","12:20",NA,"Robin Sjöberg","Gullänget-Kroksta IBS","Period3","Hårt spel 2",2,"Spöland Vännäs IF - Gullänget-Kroksta IBS","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"450",450,"Utvisning","19:53",NA,"Tony Strindlund","Gullänget-Kroksta IBS","Period3","Obstruktion",2,"Spöland Vännäs IF - Gullänget-Kroksta IBS","Tony Cederholm","Therese Jensen","Tony Cederholm, Therese Jensen"
"451",451,"Utvisning","09:07",NA,"Mathias Gunnarsson","IK SPIF Umeå","Period2","Slag",2,"IK SPIF Umeå - Team Thorengruppen Ungdom SK","Andreas Nyman","Fredrik Söderholm","Andreas Nyman, Fredrik Söderholm"
"452",452,"Utvisning","09:07",NA,"Marcus Lindfors","Team Thorengruppen Ungdom SK","Period2","Hårt spel 2",2,"IK SPIF Umeå - Team Thorengruppen Ungdom SK","Andreas Nyman","Fredrik Söderholm","Andreas Nyman, Fredrik Söderholm"
"453",453,"Utvisning","10:23",NA,"Olof Bylund","IK SPIF Umeå","Period2","Obstruktion",2,"IK SPIF Umeå - Team Thorengruppen Ungdom SK","Andreas Nyman","Fredrik Söderholm","Andreas Nyman, Fredrik Söderholm"
"454",454,"Utvisning","18:40",NA,"Johan Lundstedt","IBF Skellefteå","Period1","Slag",2,"Rönnskär Railcare IF - IBF Skellefteå","Jens Marklund","Melker Westerberg","Jens Marklund, Melker Westerberg"
"455",455,"Utvisning","11:22",NA,"Isak Morén","IBF Skellefteå","Period2","Slag",2,"Rönnskär Railcare IF - IBF Skellefteå","Jens Marklund","Melker Westerberg","Jens Marklund, Melker Westerberg"
"456",456,"Utvisning","13:54",NA,"Nicklas Jacobsson","IBF Skellefteå","Period2","Slag",2,"Rönnskär Railcare IF - IBF Skellefteå","Jens Marklund","Melker Westerberg","Jens Marklund, Melker Westerberg"
"457",457,"Utvisning","05:19",NA,"Melker Bergman","Rönnskär Railcare IF","Period3","Slag",2,"Rönnskär Railcare IF - IBF Skellefteå","Jens Marklund","Melker Westerberg","Jens Marklund, Melker Westerberg"
"458",458,"Utvisning","05:19",NA,"David Morén","IBF Skellefteå","Period3","Protest mot domslut",2,"Rönnskär Railcare IF - IBF Skellefteå","Jens Marklund","Melker Westerberg","Jens Marklund, Melker Westerberg"
"459",459,"Utvisning","05:34",NA,"Kith Tjärnlund/ Norén","IBF Skellefteå","Period3","Hårt spel 5",5,"Rönnskär Railcare IF - IBF Skellefteå","Jens Marklund","Melker Westerberg","Jens Marklund, Melker Westerberg"
"460",460,"Utvisning","12:38",NA,"Daniel Johansson","Team Thorengruppen Ungdom SK","Period1","Låsning av klubba",2,"Gullänget-Kroksta IBS - Team Thorengruppen Ungdom SK","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"461",461,"Utvisning","13:47",NA,"Johan Svensson","Obbola IK","Period1","Låsning av klubba",2,"Obbola IK - Team Thorengruppen Ungdom SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"462",462,"Utvisning","15:50",NA,"Markus Strömberg","Team Thorengruppen Ungdom SK","Period2","Fasthållning",2,"Obbola IK - Team Thorengruppen Ungdom SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"463",463,"Utvisning","05:18",NA,"Joakim Berglund","Obbola IK","Period3","Hårt spel 2",2,"Obbola IK - Team Thorengruppen Ungdom SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"464",464,"Utvisning","15:50",NA,"Jesper Sarri","Team Thorengruppen Ungdom SK","Period3","Obstruktion",2,"Obbola IK - Team Thorengruppen Ungdom SK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"465",465,"Utvisning","04:44",NA,"Andreas Berggren","IK SPIF Umeå","Period2","Hårt spel 2",2,"Spöland Vännäs IF - IK SPIF Umeå","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"466",466,"Utvisning","06:41",NA,"Fredrik Lindqvist","IK SPIF Umeå","Period2","Otillåten trängning",2,"Spöland Vännäs IF - IK SPIF Umeå","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"467",467,"Utvisning","09:37",NA,"Ludvig Essebro","Spöland Vännäs IF","Period2","Hårt spel 2",2,"Spöland Vännäs IF - IK SPIF Umeå","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"468",468,"Utvisning","16:54",NA,"Ludvig Essebro","Spöland Vännäs IF","Period2","Hårt spel 2",2,"Spöland Vännäs IF - IK SPIF Umeå","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"469",469,"Utvisning","00:43",NA,"Anton Sigvardsson","Spöland Vännäs IF","Period3","Slag",2,"Spöland Vännäs IF - IK SPIF Umeå","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"470",470,"Utvisning","07:23",NA,"Anton Sigvardsson","Spöland Vännäs IF","Period3","Slag",2,"Spöland Vännäs IF - IK SPIF Umeå","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"471",471,"Utvisning","07:02",NA,"Mattias Nyberg","IBK Umeå Norr","Period1","Slag",2,"IBK Umeå Norr - Spöland Vännäs IF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"472",472,"Utvisning","07:57",NA,"Pontus Quick","IBK Umeå Norr","Period2","Fasthållning",2,"IBK Umeå Norr - Spöland Vännäs IF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"473",473,"Utvisning","07:57",NA,"Per Lundberg","Spöland Vännäs IF","Period2","Fasthållning",2,"IBK Umeå Norr - Spöland Vännäs IF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"474",474,"Utvisning","09:40",NA,"Pontus Nordin Jonsson","Spöland Vännäs IF","Period2","Slag",2,"IBK Umeå Norr - Spöland Vännäs IF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"475",475,"Utvisning","17:00",NA,"Max Brändström-Nyström","Spöland Vännäs IF","Period2","Fasthållning",2,"IBK Umeå Norr - Spöland Vännäs IF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"476",476,"Utvisning","14:54",NA,"Johan Mitterer","Spöland Vännäs IF","Period3","Spel utan klubba",2,"IBK Umeå Norr - Spöland Vännäs IF","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"477",477,"Utvisning","03:17",NA,"Samuel Persson","Örnsköldsvik IBF","Period2","Slag",2,"IBS Dalen - Örnsköldsvik IBF","Mattias Karlsson","Roger Karlsson","Mattias Karlsson, Roger Karlsson"
"478",478,"Utvisning","07:52",NA,"Alvin Löfgren","IBS Dalen","Period2","Slag",2,"IBS Dalen - Örnsköldsvik IBF","Mattias Karlsson","Roger Karlsson","Mattias Karlsson, Roger Karlsson"
"479",479,"Utvisning","12:12",NA,"William Schill","Örnsköldsvik IBF","Period3","Otillåten trängning",2,"IBS Dalen - Örnsköldsvik IBF","Mattias Karlsson","Roger Karlsson","Mattias Karlsson, Roger Karlsson"
"480",480,"Utvisning","18:55",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period3","Otillåten trängning",2,"IBS Dalen - Örnsköldsvik IBF","Mattias Karlsson","Roger Karlsson","Mattias Karlsson, Roger Karlsson"
"481",481,"Utvisning","19:15",NA,"Andreas Andersson","IBS Dalen","Period3","Otillåten trängning",2,"IBS Dalen - Örnsköldsvik IBF","Mattias Karlsson","Roger Karlsson","Mattias Karlsson, Roger Karlsson"
"482",482,"Utvisning","09:38",NA,"Elias Nilsson","Täfteå IK","Period1","Obstruktion",2,"Örnsköldsvik IBF - Täfteå IK","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"483",483,"Utvisning","09:04",NA,"Samuel Persson","Örnsköldsvik IBF","Period2","Hårt spel 2",2,"Örnsköldsvik IBF - Täfteå IK","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"484",484,"Utvisning","07:12",NA,"Elias Nilsson","Täfteå IK","Period3","Fasthållning",2,"Örnsköldsvik IBF - Täfteå IK","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"485",485,"Utvisning","08:13",NA,"Isac Kronsten","Örnsköldsvik IBF","Period3","Slag",2,"Örnsköldsvik IBF - Täfteå IK","Henrik Johansson","Joakim Nydahl","Henrik Johansson, Joakim Nydahl"
"486",486,"Utvisning","04:24",NA,"Filip Brändström-Nyström","Spöland Vännäs IF","Period2","Otillåten trängning",2,"Gimonäs Umeå IBF - Spöland Vännäs IF","Per Fallbjörk","Björn Glad","Per Fallbjörk, Björn Glad"
"487",487,"Utvisning","17:49",NA,"","","Period3","Otillåten trängning",2,"Gimonäs Umeå IBF - Spöland Vännäs IF","Per Fallbjörk","Björn Glad","Per Fallbjörk, Björn Glad"
"488",488,"Utvisning","09:42",NA,"David Morén","IBF Skellefteå","Period2","Slag",2,"Gimonäs Umeå IBF - IBF Skellefteå","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"489",489,"Utvisning","10:27",NA,"Emil Grudin","Gimonäs Umeå IBF","Period2","Slag",2,"Gimonäs Umeå IBF - IBF Skellefteå","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"490",490,"Utvisning","12:41",NA,"Martin Edeljung","IBF Skellefteå","Period2","Slag",2,"Gimonäs Umeå IBF - IBF Skellefteå","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"491",491,"Utvisning","13:47",NA,"David Morén","IBF Skellefteå","Period2","Otillåten trängning",2,"Gimonäs Umeå IBF - IBF Skellefteå","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"492",492,"Utvisning","10:34",NA,"Johan Ulfsparre","IBF Skellefteå","Period3","Slag",2,"Gimonäs Umeå IBF - IBF Skellefteå","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"493",493,"Utvisning","19:50",NA,"David Morén","IBF Skellefteå","Period3","Slag",2,"Gimonäs Umeå IBF - IBF Skellefteå","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"494",494,"Utvisning","03:36",NA,"Arvid Hamberg","Gullänget-Kroksta IBS","Period2","Obstruktion",2,"Gullänget-Kroksta IBS - IBS Dalen","Andreas Nyman","Fredrik Söderholm","Andreas Nyman, Fredrik Söderholm"
"495",495,"Utvisning","18:58",NA,"Viktor Vestin","Gullänget-Kroksta IBS","Period2","Låsning av klubba",2,"Gullänget-Kroksta IBS - IBS Dalen","Andreas Nyman","Fredrik Söderholm","Andreas Nyman, Fredrik Söderholm"
"496",496,"Utvisning","07:17",NA,"Kristian Sjöberg","Gullänget-Kroksta IBS","Period3","Slag",2,"Gullänget-Kroksta IBS - IBS Dalen","Andreas Nyman","Fredrik Söderholm","Andreas Nyman, Fredrik Söderholm"
"497",497,"Utvisning","14:28",NA,"Edvin Johansson","IBS Dalen","Period3","Otillåten trängning",2,"Gullänget-Kroksta IBS - IBS Dalen","Andreas Nyman","Fredrik Söderholm","Andreas Nyman, Fredrik Söderholm"
"498",498,"Utvisning","02:25",NA,"Andreas Berggren","IK SPIF Umeå","Period2","Hårt spel 2",2,"Gullänget-Kroksta IBS - IK SPIF Umeå","Simon Hedkvist","Fredrik Söderholm","Simon Hedkvist, Fredrik Söderholm"
"499",499,"Utvisning","08:40",NA,"Jesper Eriksson","Örnsköldsvik IBF","Period1","Slag",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"500",500,"Utvisning","19:47",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF","Period1","Otillåten trängning",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"501",501,"Utvisning","15:51",NA,"Jesper Eriksson","Örnsköldsvik IBF","Period2","Slag",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"502",502,"Utvisning","18:23",NA,"Samuel Persson","Örnsköldsvik IBF","Period2","Fasthållning",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"503",503,"Utvisning","02:40",NA,"Anton Sigvardsson","Spöland Vännäs IF","Period3","Lyftning av klubba",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"504",504,"Utvisning","11:34",NA,"Johan Frohm","Spöland Vännäs IF","Period3","Hårt spel 2",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"505",505,"Utvisning","11:34",NA,"Samuel Westin","Örnsköldsvik IBF","Period3","Hårt spel 2",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"506",506,"Utvisning","12:23",NA,"Kevin Hagström","Örnsköldsvik IBF","Period3","För många spelare på plan",2,"Spöland Vännäs IF - Örnsköldsvik IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"507",507,"Utvisning","13:32",NA,"Samuel Hallin","Gimonäs Umeå IBF","Period2","Slag",2,"Gimonäs Umeå IBF - Team Thorengruppen Ungdom SK","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"508",508,"Utvisning","00:06",NA,"Jonathan Paulsson-Smedborn","Gimonäs Umeå IBF","Period3","Låsning av klubba",2,"Gimonäs Umeå IBF - Team Thorengruppen Ungdom SK","Viktor Grahn","Peter Poopuu","Viktor Grahn, Peter Poopuu"
"509",509,"Utvisning","01:59",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF","Period2","Obstruktion",2,"Team Thorengruppen Ungdom SK - Örnsköldsvik IBF","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"510",510,"Utvisning","05:16",NA,"Samuel Persson","Örnsköldsvik IBF","Period2","Slag",2,"Team Thorengruppen Ungdom SK - Örnsköldsvik IBF","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"511",511,"Utvisning","08:32",NA,"Viktor Sjödin","Örnsköldsvik IBF","Period3","Protest mot domslut",2,"Team Thorengruppen Ungdom SK - Örnsköldsvik IBF","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"512",512,"Utvisning","09:18",NA,"Zebastian Vestin","Örnsköldsvik IBF","Period3","Fördröjande av spelet",2,"Team Thorengruppen Ungdom SK - Örnsköldsvik IBF","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"513",513,"Utvisning","14:23",NA,"Samuel Persson","Örnsköldsvik IBF","Period3","Protest mot domslut",2,"Team Thorengruppen Ungdom SK - Örnsköldsvik IBF","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"514",514,"Utvisning","13:42",NA,"David Raiting","IBS Dalen","Period1","Otillåten trängning",2,"Rönnskär Railcare IF - IBS Dalen","Per Fallbjörk","Morgan Poopuu","Per Fallbjörk, Morgan Poopuu"
"515",515,"Utvisning","16:33",NA,"","Rönnskär Railcare IF","Period2","Låsning av klubba",2,"Rönnskär Railcare IF - IBS Dalen","Per Fallbjörk","Morgan Poopuu","Per Fallbjörk, Morgan Poopuu"
"516",516,"Utvisning","01:12",NA,"Alvin Löfgren","IBS Dalen","Period3","Obstruktion",2,"Rönnskär Railcare IF - IBS Dalen","Per Fallbjörk","Morgan Poopuu","Per Fallbjörk, Morgan Poopuu"
"517",517,"Utvisning","08:46",NA,"David Hansson","IBS Dalen","Period3","Otillåten trängning",2,"Rönnskär Railcare IF - IBS Dalen","Per Fallbjörk","Morgan Poopuu","Per Fallbjörk, Morgan Poopuu"
"518",518,"Utvisning","13:01",NA,"Anton Nystedt","Rönnskär Railcare IF","Period3","Otillåten trängning",2,"Rönnskär Railcare IF - IBS Dalen","Per Fallbjörk","Morgan Poopuu","Per Fallbjörk, Morgan Poopuu"
"519",519,"Utvisning","13:29",NA,"Melker Bergman","Rönnskär Railcare IF","Period3","Slag",2,"Rönnskär Railcare IF - IBS Dalen","Per Fallbjörk","Morgan Poopuu","Per Fallbjörk, Morgan Poopuu"
"520",520,"Utvisning","19:19",NA,"Anton Nystedt","Rönnskär Railcare IF","Period3","Liggande spel",2,"Rönnskär Railcare IF - IBS Dalen","Per Fallbjörk","Morgan Poopuu","Per Fallbjörk, Morgan Poopuu"
"521",521,"Utvisning","09:09",NA,"Joel Boman","IK SPIF Umeå","Period1","Slag",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"522",522,"Utvisning","16:10",NA,"Richard Konradsson","IK SPIF Umeå","Period1","Slag",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"523",523,"Utvisning","16:23",NA,"Simon Andersson","IBS Dalen","Period1","Hårt spel 2",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"524",524,"Utvisning","04:01",NA,"Tobias Ekstrand","IK SPIF Umeå","Period2","Hårt spel 2",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"525",525,"Utvisning","05:32",NA,"Mathias Gunnarsson","IK SPIF Umeå","Period2","Hårt spel 2",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"526",526,"Utvisning","09:03",NA,"Mathias Gunnarsson","IK SPIF Umeå","Period2","Slag",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"527",527,"Utvisning","10:29",NA,"Simon Lundberg","IBS Dalen","Period2","Felaktigt avstånd",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"528",528,"Utvisning","12:02",NA,"Richard Konradsson","IK SPIF Umeå","Period2","Hårt spel 2",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"529",529,"Utvisning","16:56",NA,"Tobias Ekstrand","IK SPIF Umeå","Period2","Slag",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"530",530,"Utvisning","16:56",NA,"Oskar Lundberg","IK SPIF Umeå","Period2","Slag",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"531",531,"Utvisning","07:50",NA,"Alvin Löfgren","IBS Dalen","Period3","Otillåten trängning",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"532",532,"Utvisning","09:42",NA,"Simon Andersson","IBS Dalen","Period3","Fasthållning",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"533",533,"Utvisning","13:55",NA,"Alvin Löfgren","IBS Dalen","Period3","Hårt spel 2",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"534",534,"Utvisning","15:38",NA,"Hugo Englund","IBS Dalen","Period3","Slag",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"535",535,"Utvisning","19:43",NA,"Kalle Zetterström","IK SPIF Umeå","Period3","Slag",2,"IBS Dalen - IK SPIF Umeå","Bjarne Andersson","Kent Fagerberg","Bjarne Andersson, Kent Fagerberg"
"536",536,"Utvisning","02:41",NA,"Niklas Eriksson","Gullänget-Kroksta IBS","Period1","Otillåten trängning",2,"Clemensnäs IF - Gullänget-Kroksta IBS","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"537",537,"Utvisning","10:21",NA,"Anton Lundholm","Gullänget-Kroksta IBS","Period3","Nick",2,"Clemensnäs IF - Gullänget-Kroksta IBS","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"538",538,"Utvisning","12:43",NA,"Peter Ståhl","Clemensnäs IF","Period3","Hårt spel 2",2,"Clemensnäs IF - Gullänget-Kroksta IBS","Patrik Häggström","Jens Marklund","Patrik Häggström, Jens Marklund"
"539",539,"Utvisning","07:49",NA,"Rikard Edlund","Gullänget-Kroksta IBS","Period1","Fasthållning",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"540",540,"Utvisning","07:49",NA,"Ludwig Andersson","Gimonäs Umeå IBF","Period1","Hög klubba",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"541",541,"Utvisning","18:47",NA,"Filip Olofsson","Gullänget-Kroksta IBS","Period1","Slag",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"542",542,"Utvisning","07:44",NA,"Emil Grudin","Gimonäs Umeå IBF","Period2","Otillåten trängning",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"543",543,"Utvisning","10:13",NA,"Rikard Edlund","Gullänget-Kroksta IBS","Period2","Obstruktion",2,"Gimonäs Umeå IBF - Gullänget-Kroksta IBS","Tony Cederholm","Viktor Grahn","Tony Cederholm, Viktor Grahn"
"544",544,"Utvisning","09:49",NA,"Patric Rosenlöw","IBK Umeå Norr","Period1","Slag",2,"IK SPIF Umeå - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"545",545,"Utvisning","14:14",NA,"Fredrik Lindqvist","IK SPIF Umeå","Period1","Hårt spel 2",2,"IK SPIF Umeå - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"546",546,"Utvisning","19:11",NA,"Richard Konradsson","IK SPIF Umeå","Period1","Fasthållning",2,"IK SPIF Umeå - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"547",547,"Utvisning","19:11",NA,"Pontus Quick","IBK Umeå Norr","Period1","Fasthållning",2,"IK SPIF Umeå - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"548",548,"Utvisning","06:25",NA,"Simon Bergmark","IK SPIF Umeå","Period2","Liggande spel",2,"IK SPIF Umeå - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"549",549,"Utvisning","08:26",NA,"Pontus Quick","IBK Umeå Norr","Period2","Obstruktion",2,"IK SPIF Umeå - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"550",550,"Utvisning","14:27",NA,"Andre Nyberg","IBK Umeå Norr","Period2","Låsning av klubba",2,"IK SPIF Umeå - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"551",551,"Utvisning","15:15",NA,"Fredrik Lindqvist","IK SPIF Umeå","Period3","Hårt spel 2",2,"IK SPIF Umeå - IBK Umeå Norr","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"552",552,"Utvisning","10:56",NA,"Daniel Ström","IBS Dalen","Period2","Felaktigt avstånd",2,"Spöland Vännäs IF - IBS Dalen","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"553",553,"Utvisning","03:59",NA,"Samuel Melin","IBS Dalen","Period3","Slag",2,"Spöland Vännäs IF - IBS Dalen","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"554",554,"Utvisning","03:40",NA,"Ludwig Andersson","Gimonäs Umeå IBF","Period1","Felaktigt byte",2,"Gimonäs Umeå IBF - Täfteå IK","Therese Edin","Therese Jensen","Therese Edin, Therese Jensen"
"555",555,"Utvisning","09:55",NA,"Jonathan Paulsson-Smedborn","Gimonäs Umeå IBF","Period1","Slag",2,"Gimonäs Umeå IBF - Täfteå IK","Therese Edin","Therese Jensen","Therese Edin, Therese Jensen"
"556",556,"Utvisning","12:34",NA,"Niklas Lidgren","Gimonäs Umeå IBF","Period2","Slag",2,"Gimonäs Umeå IBF - Täfteå IK","Therese Edin","Therese Jensen","Therese Edin, Therese Jensen"
"557",557,"Utvisning","06:37",NA,"Alexander Enholm","Täfteå IK","Period3","Hårt spel 2",2,"Gimonäs Umeå IBF - Täfteå IK","Therese Edin","Therese Jensen","Therese Edin, Therese Jensen"
"558",558,"Utvisning","10:28",NA,"Ludwig Andersson","Gimonäs Umeå IBF","Period3","Hands",2,"Gimonäs Umeå IBF - Täfteå IK","Therese Edin","Therese Jensen","Therese Edin, Therese Jensen"
"559",559,"Utvisning","08:47",NA,"Kristian Sjöberg","Gullänget-Kroksta IBS","Period1","Otillåten trängning",2,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"560",560,"Utvisning","12:43",NA,"Rikard Edlund","Gullänget-Kroksta IBS","Period1","Hårt spel 2",2,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"561",561,"Utvisning","02:34",NA,"Samuel Persson","Örnsköldsvik IBF","Period2","Slag",2,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"562",562,"Utvisning","11:50",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF","Period2","Otillåten trängning",2,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"563",563,"Utvisning","17:04",NA,"David Månsson","Gullänget-Kroksta IBS","Period2","Fasthållning",2,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
"564",564,"Utvisning","19:52",NA,"Joel Westerlund","Örnsköldsvik IBF","Period2","För många spelare på plan",2,"Örnsköldsvik IBF - Gullänget-Kroksta IBS","Johnnie Lundmark","Fredrik Söderholm","Johnnie Lundmark, Fredrik Söderholm"
