"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"366",366,"Utvisning","17:11",NA,"Jonny Granström","Vindelns IF","Period3","Otillåten trängning",2,"Vindelns IF - Gamla Stan IBK","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"367",367,"Utvisning","06:43",NA,"Daniel Blomqvist","Örnsköldsvik IBF /IBK","Period1","Otillåten trängning",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Manuel Garzon","Peter Poopuu","Manuel Garzon, Peter Poopuu"
"368",368,"Utvisning","18:20",NA,"Lars Vilhelmsson","Vindelns IF","Period1","Slag",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Manuel Garzon","Peter Poopuu","Manuel Garzon, Peter Poopuu"
"369",369,"Utvisning","04:32",NA,"Felix Sjögren-Kroon","Örnsköldsvik IBF /IBK","Period2","Fördröjande av spelet",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Manuel Garzon","Peter Poopuu","Manuel Garzon, Peter Poopuu"
"370",370,"Utvisning","12:08",NA,"Erik Nordin","Vindelns IF","Period2","Hårt spel 2",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Manuel Garzon","Peter Poopuu","Manuel Garzon, Peter Poopuu"
"371",371,"Utvisning","12:08",NA,"Lars Vilhelmsson","Vindelns IF","Period2","Osportsligt uppträdande",12,"Vindelns IF - Örnsköldsvik IBF /IBK","Manuel Garzon","Peter Poopuu","Manuel Garzon, Peter Poopuu"
"372",372,"Utvisning","13:39",NA,"Jonny Granström","Vindelns IF","Period2","Hårt spel 2",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Manuel Garzon","Peter Poopuu","Manuel Garzon, Peter Poopuu"
"373",373,"Utvisning","05:40",NA,"Samuel Westin","Örnsköldsvik IBF /IBK","Period3","Slag",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Manuel Garzon","Peter Poopuu","Manuel Garzon, Peter Poopuu"
"374",374,"Utvisning","09:03",NA,"Fredrik Månsson","Örnsköldsvik IBF /IBK","Period3","Slag",2,"Vindelns IF - Örnsköldsvik IBF /IBK","Manuel Garzon","Peter Poopuu","Manuel Garzon, Peter Poopuu"
"375",375,"Utvisning","17:05",NA,"Christer Isaksson","Robertsfors IK","Period3","Slag",2,"Robertsfors IK - Skellefteå IBK","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"376",376,"Utvisning","07:17",NA,"Alfons Hellman","Gimonäs Umeå IF","Period1","Hårt spel 2",2,"Umeå City IBF - Gimonäs Umeå IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"377",377,"Utvisning","11:42",NA,"Pierre Bryntesson","Gimonäs Umeå IF","Period2","Slag",2,"Umeå City IBF - Gimonäs Umeå IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"378",378,"Utvisning","13:01",NA,"Emil Dahlberg","Umeå City IBF","Period2","Felaktigt avstånd",2,"Umeå City IBF - Gimonäs Umeå IF","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"379",379,"Utvisning","09:53",NA,"Lars Vilhelmsson","Vindelns IF","Period1","Obstruktion",2,"Vindelns IF - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"380",380,"Utvisning","18:37",NA,"Love Blomberg","Vindelns IF","Period1","Obstruktion",2,"Vindelns IF - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"381",381,"Utvisning","05:23",NA,"Anton Wallgren","IBF Dalen","Period3","Obstruktion",2,"Vindelns IF - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"382",382,"Utvisning","11:28",NA,"Simon Larsson","Vindelns IF","Period3","Slag",2,"Vindelns IF - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"383",383,"Utvisning","19:50",NA,"Anton Wallgren","IBF Dalen","Period3","Otillåten trängning",2,"Vindelns IF - IBF Dalen","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"384",384,"Utvisning","14:15",NA,"Oskar Ahnlund","Örnsköldsvik IBF /IBK","Period1","Otillåten trängning",2,"Umeå City IBF - Örnsköldsvik IBF /IBK","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"385",385,"Utvisning","10:36",NA,"Isac Kronsten","Örnsköldsvik IBF /IBK","Period3","Fasthållning",2,"Umeå City IBF - Örnsköldsvik IBF /IBK","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"386",386,"Utvisning","15:37",NA,"Filip Jönsson","Umeå City IBF","Period3","Slag",2,"Umeå City IBF - Örnsköldsvik IBF /IBK","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"387",387,"Utvisning","18:18",NA,"Anton Helander","Rönnskär Railcare IF/CIF","Period1","Fasthållning",2,"Rönnskär Railcare IF/CIF - IBF Dalen","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"388",388,"Utvisning","02:50",NA,"Oskar Alseryd","Rönnskär Railcare IF/CIF","Period2","Slag",2,"Rönnskär Railcare IF/CIF - IBF Dalen","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"389",389,"Utvisning","10:34",NA,"Oskar Alseryd","Rönnskär Railcare IF/CIF","Period2","Slag",2,"Rönnskär Railcare IF/CIF - IBF Dalen","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"390",390,"Utvisning","11:09",NA,"Fredrik Westberg","Rönnskär Railcare IF/CIF","Period2","Hög klubba",2,"Rönnskär Railcare IF/CIF - IBF Dalen","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"391",391,"Utvisning","16:46",NA,"Pelle Forsberg","IBF Dalen","Period2","Slag",2,"Rönnskär Railcare IF/CIF - IBF Dalen","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"392",392,"Utvisning","18:58",NA,"Edvin Lambertsson","IBF Dalen","Period2","Hårt spel 2",2,"Rönnskär Railcare IF/CIF - IBF Dalen","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"393",393,"Utvisning","14:51",NA,"Alexander Johansson","Rönnskär Railcare IF/CIF","Period3","Felaktigt avstånd",2,"Rönnskär Railcare IF/CIF - IBF Dalen","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"394",394,"Utvisning","17:48",NA,"Anton Helander","Rönnskär Railcare IF/CIF","Period3","Slag",2,"Rönnskär Railcare IF/CIF - IBF Dalen","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"395",395,"Utvisning","19:59",NA,"Pelle Forsberg","IBF Dalen","Period3","Slag",2,"Rönnskär Railcare IF/CIF - IBF Dalen","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"396",396,"Utvisning","10:21",NA,"Marcus Gabrielsson","Vindelns IF","Period1","Slag",2,"Vindelns IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"397",397,"Utvisning","14:43",NA,"Oscar Sundvall","Umeå City IBF","Period1","Slag",2,"Vindelns IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"398",398,"Utvisning","10:26",NA,"Erik Nordin","Vindelns IF","Period2","Slag",2,"Vindelns IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"399",399,"Utvisning","10:26",NA,"Simon Larsson","Vindelns IF","Period2","Otillåten trängning",2,"Vindelns IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"400",400,"Utvisning","04:50",NA,"Lars Vilhelmsson","Vindelns IF","Period3","Hårt spel 2",2,"Vindelns IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"401",401,"Utvisning","15:43",NA,"Love Blomberg","Vindelns IF","Period3","Liggande spel",2,"Vindelns IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"402",402,"Utvisning","17:22",NA,"Elliot Forsgren","Umeå City IBF","Period3","Slag",2,"Vindelns IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"403",403,"Utvisning","17:09",NA,"Elias Holmström","Rönnskär Railcare IF/CIF","Period1","Protest mot domslut",2,"Robertsfors IK - Rönnskär Railcare IF/CIF","Daniel Degerman","Jörgen Lundberg","Daniel Degerman, Jörgen Lundberg"
"404",404,"Utvisning","12:27",NA,"Ludwig Frithz","Robertsfors IK","Period2","Hög klubba",2,"Robertsfors IK - Rönnskär Railcare IF/CIF","Daniel Degerman","Jörgen Lundberg","Daniel Degerman, Jörgen Lundberg"
"405",405,"Utvisning","13:18",NA,"Simon Grehn","Rönnskär Railcare IF/CIF","Period2","Protest mot domslut",2,"Robertsfors IK - Rönnskär Railcare IF/CIF","Daniel Degerman","Jörgen Lundberg","Daniel Degerman, Jörgen Lundberg"
"406",406,"Utvisning","14:11",NA,"Kevin Lundqvist","Rönnskär Railcare IF/CIF","Period3","Slag",2,"Robertsfors IK - Rönnskär Railcare IF/CIF","Daniel Degerman","Jörgen Lundberg","Daniel Degerman, Jörgen Lundberg"
"407",407,"Utvisning","15:11",NA,"Ludwig Frithz","Robertsfors IK","Period3","Hårt spel 2",2,"Robertsfors IK - Rönnskär Railcare IF/CIF","Daniel Degerman","Jörgen Lundberg","Daniel Degerman, Jörgen Lundberg"
"408",408,"Utvisning","18:30",NA,"Ted Persson","Robertsfors IK","Period3","Hårt spel 2",2,"Robertsfors IK - Rönnskär Railcare IF/CIF","Daniel Degerman","Jörgen Lundberg","Daniel Degerman, Jörgen Lundberg"
"409",409,"Utvisning","04:07",NA,"William Grönlund","Gimonäs Umeå IF","Period2","Slag",2,"Gimonäs Umeå IF - Hörnefors IF","Andreas Eriksson","Rasmus Säfvenberg","Andreas Eriksson, Rasmus Säfvenberg"
"410",410,"Utvisning","07:06",NA,"William Höglander","Hörnefors IF","Period2","För många spelare på plan",2,"Gimonäs Umeå IF - Hörnefors IF","Andreas Eriksson","Rasmus Säfvenberg","Andreas Eriksson, Rasmus Säfvenberg"
"411",411,"Utvisning","09:34",NA,"Elis Andersson","Gimonäs Umeå IF","Period2","Felaktigt avstånd",2,"Gimonäs Umeå IF - Hörnefors IF","Andreas Eriksson","Rasmus Säfvenberg","Andreas Eriksson, Rasmus Säfvenberg"
"412",412,"Utvisning","04:14",NA,"William Grönlund","Gimonäs Umeå IF","Period3","Otillåten trängning",2,"Gimonäs Umeå IF - Hörnefors IF","Andreas Eriksson","Rasmus Säfvenberg","Andreas Eriksson, Rasmus Säfvenberg"
"413",413,"Utvisning","15:22",NA,"Isac Fjälkebrandt","Hörnefors IF","Period3","Hårt spel 2",2,"Gimonäs Umeå IF - Hörnefors IF","Andreas Eriksson","Rasmus Säfvenberg","Andreas Eriksson, Rasmus Säfvenberg"
"414",414,"Utvisning","19:40",NA,"William Höglander","Hörnefors IF","Period3","Slag",2,"Gimonäs Umeå IF - Hörnefors IF","Andreas Eriksson","Rasmus Säfvenberg","Andreas Eriksson, Rasmus Säfvenberg"
"415",415,"Utvisning","15:51",NA,"Kristofer Rönnlund","IBF Dalen","Period1","Hårt spel 2",2,"IBF Dalen - Skellefteå IBS","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"416",416,"Utvisning","03:23",NA,"Oliver Bodén","IBF Dalen","Period2","Slag",2,"IBF Dalen - Skellefteå IBS","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"417",417,"Utvisning","11:00",NA,"Viktor Carlsson","Skellefteå IBS","Period2","Slag",2,"IBF Dalen - Skellefteå IBS","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"418",418,"Utvisning","11:15",NA,"Anton Sundström","Skellefteå IBS","Period3","Slag",2,"IBF Dalen - Skellefteå IBS","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"419",419,"Utvisning","17:06",NA,"Oliver Bodén","IBF Dalen","Period3","Otillåten trängning",2,"IBF Dalen - Skellefteå IBS","Daniel Degerman","Jens Marklund","Daniel Degerman, Jens Marklund"
"420",420,"Utvisning","16:09",NA,"Alexander Persson","Hörnefors IF","Period1","Otillåten trängning",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","David Karlsson","Roger Karlsson","David Karlsson, Roger Karlsson"
"421",421,"Utvisning","01:54",NA,"Arvid Oscarsson","Hörnefors IF","Period2","Slag",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","David Karlsson","Roger Karlsson","David Karlsson, Roger Karlsson"
"422",422,"Utvisning","11:46",NA,"Isac Fjälkebrandt","Hörnefors IF","Period2","Slag",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","David Karlsson","Roger Karlsson","David Karlsson, Roger Karlsson"
"423",423,"Utvisning","19:06",NA,"Anton Helander","Rönnskär Railcare IF/CIF","Period2","Otillåten trängning",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","David Karlsson","Roger Karlsson","David Karlsson, Roger Karlsson"
"424",424,"Utvisning","07:24",NA,"Anton Helander","Rönnskär Railcare IF/CIF","Period3","Slag",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","David Karlsson","Roger Karlsson","David Karlsson, Roger Karlsson"
"425",425,"Utvisning","15:39",NA,"Jonatan Bergman","Rönnskär Railcare IF/CIF","Period3","Hands",2,"Rönnskär Railcare IF/CIF - Hörnefors IF","David Karlsson","Roger Karlsson","David Karlsson, Roger Karlsson"
"426",426,"Utvisning","17:12",NA,"Tichanon Thongloy","Rönnskär Railcare IF/CIF","Period3","Osportsligt uppträdande",12,"Rönnskär Railcare IF/CIF - Hörnefors IF","David Karlsson","Roger Karlsson","David Karlsson, Roger Karlsson"
"427",427,"Utvisning","01:16",NA,"Elis Andersson","Gimonäs Umeå IF","Period1","Slag",2,"Gimonäs Umeå IF - Robertsfors IK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"428",428,"Utvisning","03:52",NA,"Birk Uppstu","Gimonäs Umeå IF","Period1","Slag",2,"Gimonäs Umeå IF - Robertsfors IK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"429",429,"Utvisning","19:17",NA,"Ted Persson","Robertsfors IK","Period1","Ej angiven förseelse",2,"Gimonäs Umeå IF - Robertsfors IK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"430",430,"Utvisning","01:10",NA,"William Grönlund","Gimonäs Umeå IF","Period3","Slag",2,"Gimonäs Umeå IF - Robertsfors IK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"431",431,"Utvisning","16:46",NA,"Mattias Håkansson","Ersboda SK","Period1","Otillåten trängning",2,"Ersboda SK - Skellefteå IBS","Lasse Ekesryd","David Morén","Lasse Ekesryd, David Morén"
"432",432,"Utvisning","11:30",NA,"Viktor Carlsson","Skellefteå IBS","Period3","Obstruktion",2,"Ersboda SK - Skellefteå IBS","Lasse Ekesryd","David Morén","Lasse Ekesryd, David Morén"
"433",433,"Utvisning","11:30",NA,"Abdul Rubeya","Ersboda SK","Period3","Hårt spel 2",2,"Ersboda SK - Skellefteå IBS","Lasse Ekesryd","David Morén","Lasse Ekesryd, David Morén"
"434",434,"Utvisning","17:12",NA,"Kristofer Rönnlund","IBF Dalen","Period1","Låsning av klubba",2,"Gamla Stan IBK - IBF Dalen","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"435",435,"Utvisning","02:50",NA,"Tim Sjöström","Gamla Stan IBK","Period2","Spel utan klubba",2,"Gamla Stan IBK - IBF Dalen","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"436",436,"Utvisning","05:51",NA,"Tim Sjöström","Gamla Stan IBK","Period2","Hårt spel 2",2,"Gamla Stan IBK - IBF Dalen","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"437",437,"Utvisning","17:03",NA,"Rasmus Persson","Gamla Stan IBK","Period2","Låsning av klubba",2,"Gamla Stan IBK - IBF Dalen","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"438",438,"Utvisning","18:49",NA,"Rasmus Sivertsson","IBF Dalen","Period2","Låsning av klubba",2,"Gamla Stan IBK - IBF Dalen","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"439",439,"Utvisning","08:39",NA,"William Sandström","Gamla Stan IBK","Period3","Slag",2,"Gamla Stan IBK - IBF Dalen","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"440",440,"Utvisning","08:39",NA,"Rasmus Palm","Gamla Stan IBK","Period3","Protest mot domslut",2,"Gamla Stan IBK - IBF Dalen","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"441",441,"Utvisning","14:20",NA,"Linus Karlsson","Umeå City IBF","Period2","Hårt spel 2",2,"Umeå City IBF - Umeå City IBF","Andreas Eriksson","Kim Fallbjörk","Andreas Eriksson, Kim Fallbjörk"
"442",442,"Utvisning","17:47",NA,"Joel Näslund","Umeå City IBF","Period2","Slag",2,"Umeå City IBF - Umeå City IBF","Andreas Eriksson","Kim Fallbjörk","Andreas Eriksson, Kim Fallbjörk"
"443",443,"Utvisning","01:20",NA,"Oskar Swärd","Umeå City IBF","Period3","Hårt spel 5",5,"Umeå City IBF - Umeå City IBF","Andreas Eriksson","Kim Fallbjörk","Andreas Eriksson, Kim Fallbjörk"
"444",444,"Utvisning","11:25",NA,"Leon Gonzalez","Umeå City IBF","Period3","Obstruktion",2,"Umeå City IBF - Umeå City IBF","Andreas Eriksson","Kim Fallbjörk","Andreas Eriksson, Kim Fallbjörk"
"445",445,"Utvisning","11:25",NA,"Anton Sandström","Umeå City IBF","Period3","Slag",2,"Umeå City IBF - Umeå City IBF","Andreas Eriksson","Kim Fallbjörk","Andreas Eriksson, Kim Fallbjörk"
"446",446,"Utvisning","16:38",NA,"Arvid Lindh","Umeå City IBF","Period3","Obstruktion",2,"Umeå City IBF - Umeå City IBF","Andreas Eriksson","Kim Fallbjörk","Andreas Eriksson, Kim Fallbjörk"
"447",447,"Utvisning","03:02",NA,"Alexander Westman","IBF Dalen","Period1","Hands",2,"IBF Dalen - Spöland Vännäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"448",448,"Utvisning","19:46",NA,"Valter Jonsson","Spöland Vännäs IF","Period1","Hårt spel 5",5,"IBF Dalen - Spöland Vännäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"449",449,"Utvisning","06:28",NA,"August Flod","IBF Dalen","Period2","Slag",2,"IBF Dalen - Spöland Vännäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"450",450,"Utvisning","11:36",NA,"Valter Jonsson","Spöland Vännäs IF","Period3","Låsning av klubba",2,"IBF Dalen - Spöland Vännäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"451",451,"Utvisning","19:55",NA,"Anton Wallgren","IBF Dalen","Period3","Nick",2,"IBF Dalen - Spöland Vännäs IF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"452",452,"Utvisning","12:05",NA,"Linus Wilhelmsson","Gamla Stan IBK","Period1","Lyftning av klubba",2,"Gamla Stan IBK - Umeå City IBF","Viktor Grahn","Mattias Karlsson","Viktor Grahn, Mattias Karlsson"
"453",453,"Utvisning","07:57",NA,"Agust Vannebäck","Umeå City IBF","Period3","Hög klubba",2,"Gamla Stan IBK - Umeå City IBF","Viktor Grahn","Mattias Karlsson","Viktor Grahn, Mattias Karlsson"
"454",454,"Utvisning","19:14",NA,"Jonny Granström","Vindelns IF","Period3","Hårt spel 2",2,"Gimonäs Umeå IF - Vindelns IF","Gustav Broadhall","Daniel Johannesson","Gustav Broadhall, Daniel Johannesson"
"455",455,"Utvisning","19:46",NA,"Hugo Olsson","Gimonäs Umeå IF","Period3","Felaktigt avstånd",2,"Gimonäs Umeå IF - Vindelns IF","Gustav Broadhall","Daniel Johannesson","Gustav Broadhall, Daniel Johannesson"
"456",456,"Utvisning","01:16",NA,"Anton Sundström","Skellefteå IBS","Period3","Slag",2,"Gimonäs Umeå IF - Skellefteå IBS","Ville Hedsberg","Elias Norden","Ville Hedsberg, Elias Norden"
"457",457,"Utvisning","01:16",NA,"Morgan Lundgren","Gimonäs Umeå IF","Period3","Otillåten trängning",2,"Gimonäs Umeå IF - Skellefteå IBS","Ville Hedsberg","Elias Norden","Ville Hedsberg, Elias Norden"
"458",458,"Utvisning","12:19",NA,"Edvin Widding","Gimonäs Umeå IF","Period3","Slag",2,"Gimonäs Umeå IF - Skellefteå IBS","Ville Hedsberg","Elias Norden","Ville Hedsberg, Elias Norden"
"459",459,"Utvisning","18:04",NA,"Sam Gillblad","Skellefteå IBS","Period3","Hårt spel 2",2,"Gimonäs Umeå IF - Skellefteå IBS","Ville Hedsberg","Elias Norden","Ville Hedsberg, Elias Norden"
"460",460,"Utvisning","19:13",NA,"Emil Sundström","Skellefteå IBS","Period3","Fördröjande av spelet",2,"Gimonäs Umeå IF - Skellefteå IBS","Ville Hedsberg","Elias Norden","Ville Hedsberg, Elias Norden"
"461",461,"Utvisning","19:18",NA,"Arvid Strömqvist","Gamla Stan IBK","Period2","Slag",2,"Gamla Stan IBK - IBF Dalen","Lasse Ekesryd","Micael Holmbom","Lasse Ekesryd, Micael Holmbom"
"462",462,"Utvisning","09:32",NA,"Samuel Nejdsäter","IBF Dalen","Period3","Otillåten trängning",2,"Gamla Stan IBK - IBF Dalen","Lasse Ekesryd","Micael Holmbom","Lasse Ekesryd, Micael Holmbom"
"463",463,"Utvisning","10:01",NA,"Adam Lundgren","IBF Dalen","Period3","Fasthållning",2,"Gamla Stan IBK - IBF Dalen","Lasse Ekesryd","Micael Holmbom","Lasse Ekesryd, Micael Holmbom"
"464",464,"Utvisning","16:18",NA,"August Flod","IBF Dalen","Period3","Otillåten trängning",2,"Gamla Stan IBK - IBF Dalen","Lasse Ekesryd","Micael Holmbom","Lasse Ekesryd, Micael Holmbom"
"465",465,"Utvisning","19:37",NA,"Anton Wallgren","IBF Dalen","Period3","Slag",2,"Gamla Stan IBK - IBF Dalen","Lasse Ekesryd","Micael Holmbom","Lasse Ekesryd, Micael Holmbom"
"466",466,"Utvisning","11:17",NA,"Lucas Holmlund","Skellefteå IBK","Period1","Slag",2,"Skellefteå IBK - Gimonäs Umeå IF","Jens Marklund","Johan Rönnberg","Jens Marklund, Johan Rönnberg"
"467",467,"Utvisning","11:17",NA,"Edvin Lindberg","Skellefteå IBK","Period1","Slag",2,"Skellefteå IBK - Gimonäs Umeå IF","Jens Marklund","Johan Rönnberg","Jens Marklund, Johan Rönnberg"
"468",468,"Utvisning","02:11",NA,"Filip Lundberg","Skellefteå IBK","Period3","Slag",2,"Skellefteå IBK - Gimonäs Umeå IF","Jens Marklund","Johan Rönnberg","Jens Marklund, Johan Rönnberg"
"469",469,"Utvisning","06:02",NA,"Albin Holmgren","Gimonäs Umeå IF","Period3","Slag",2,"Skellefteå IBK - Gimonäs Umeå IF","Jens Marklund","Johan Rönnberg","Jens Marklund, Johan Rönnberg"
"470",470,"Utvisning","19:54",NA,"Morgan Lundgren","Gimonäs Umeå IF","Period3","Hårt spel 2",2,"Skellefteå IBK - Gimonäs Umeå IF","Jens Marklund","Johan Rönnberg","Jens Marklund, Johan Rönnberg"
"471",471,"Utvisning","20:00",NA,"Lucas Holmlund","Skellefteå IBK","Period3","Fasthållning",2,"Skellefteå IBK - Gimonäs Umeå IF","Jens Marklund","Johan Rönnberg","Jens Marklund, Johan Rönnberg"
"472",472,"Utvisning","20:00",NA,"Sebastian Hasselryd","Gimonäs Umeå IF","Period3","Hårt spel 5",5,"Skellefteå IBK - Gimonäs Umeå IF","Jens Marklund","Johan Rönnberg","Jens Marklund, Johan Rönnberg"
"473",473,"Utvisning","09:01",NA,"Per Lundberg","Spöland Vännäs IF","Period1","Slag",2,"Spöland Vännäs IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"474",474,"Utvisning","11:03",NA,"Simon Ekman","Umeå City IBF","Period1","Hårt spel 2",2,"Spöland Vännäs IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"475",475,"Utvisning","19:29",NA,"Per Lundberg","Spöland Vännäs IF","Period1","Protest mot domslut",2,"Spöland Vännäs IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"476",476,"Utvisning","04:55",NA,"Elias Forsgren","Umeå City IBF","Period3","Slag",2,"Spöland Vännäs IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"477",477,"Utvisning","06:41",NA,"Oscar Sundvall","Umeå City IBF","Period3","Hårt spel 2",2,"Spöland Vännäs IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"478",478,"Utvisning","09:20",NA,"Rasmus Lindberg","Spöland Vännäs IF","Period3","Slag",2,"Spöland Vännäs IF - Umeå City IBF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"479",479,"Utvisning","12:46",NA,"Viktor Carlsson","Skellefteå IBS","Period1","Slag",2,"Skellefteå IBS - IBF Dalen","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"480",480,"Utvisning","00:43",NA,"Emil Wiklund","Skellefteå IBS","Period2","Obstruktion",2,"Skellefteå IBS - IBF Dalen","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"481",481,"Utvisning","01:47",NA,"Elias Bäckström","IBF Dalen","Period2","Slag",2,"Skellefteå IBS - IBF Dalen","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"482",482,"Utvisning","03:14",NA,"Felix Lövf Lindqvist","Skellefteå IBS","Period2","Låsning av klubba",2,"Skellefteå IBS - IBF Dalen","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"483",483,"Utvisning","06:07",NA,"Anton Sundström","Skellefteå IBS","Period2","Slag",2,"Skellefteå IBS - IBF Dalen","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"484",484,"Utvisning","12:21",NA,"Henning Marklund","IBF Dalen","Period2","Hands",2,"Skellefteå IBS - IBF Dalen","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
"485",485,"Utvisning","12:38",NA,"Samuel Nejdsäter","IBF Dalen","Period2","Hårt spel 2",2,"Skellefteå IBS - IBF Dalen","Manuel Garzon","Thanasis Provatas","Manuel Garzon, Thanasis Provatas"
